Id,ActivityDay,TotalDistance,TotalActiveHours,SedentaryHours
4388161847,30/04/2016,10,5.95,8.95
4388161847,11/05/2016,9,4.7,14.3
8877689391,03/05/2016,8,4.18,19.82
8877689391,08/05/2016,8,4.43,19.57
4388161847,25/04/2016,10,5.72,17.57
4388161847,03/05/2016,10,5.7,16.4
4702921684,23/04/2016,12,8.05,7.82
7007744171,26/04/2016,10,7.7,16.3
7007744171,28/04/2016,10,7.22,16.78
1644430081,30/04/2016,13,8.03,13.6
6117666160,16/04/2016,11,9,8.37
2022484408,30/04/2016,13,6.62,17.38
2873212765,07/05/2016,4,2.3,21.7
4445114986,07/05/2016,3,2.3,14.43
5577150313,06/05/2016,3,2.27,21.73
5577150313,11/05/2016,3,2.05,4.28
8253242879,14/04/2016,4,1.3,22.7
1644430081,09/05/2016,4,5.68,18.32
4445114986,18/04/2016,4,3.22,20.78
4445114986,26/04/2016,4,3.5,13.98
4445114986,02/05/2016,4,3.85,11.12
4558609924,08/05/2016,5,5.65,16.98
5577150313,04/05/2016,4,2.92,10.52
6775888955,25/04/2016,4,2.3,21.7
8378563200,23/04/2016,5,2.75,12.33
1503960366,15/04/2016,6,4.53,12.1
1503960366,01/05/2016,7,5.23,12.17
1503960366,07/05/2016,7,4.3,13.88
1644430081,13/04/2016,6,3.02,20.98
2022484408,07/05/2016,5,2.85,21.15
2347167796,13/04/2016,7,4.1,11.27
2347167796,21/04/2016,7,4.28,12.68
2873212765,28/04/2016,5,4.13,19.87
3372868164,27/04/2016,6,6.38,17.62
3977333714,13/04/2016,7,3.83,12.57
3977333714,16/04/2016,9,4.45,11.05
3977333714,22/04/2016,6,3.88,12.18
3977333714,02/05/2016,11,5.72,11.88
3977333714,04/05/2016,10,4.2,14.2
3977333714,05/05/2016,9,4.67,11.33
4445114986,03/05/2016,5,4.42,12.08
4445114986,11/05/2016,6,4.8,10.37
4558609924,27/04/2016,6,5.88,18.12
4558609924,07/05/2016,6,4.53,18.6
5577150313,22/04/2016,6,4.87,13.72
5577150313,27/04/2016,5,4.48,12.88
6775888955,18/04/2016,6,3.45,20.55
6962181067,19/04/2016,7,4.52,10.98
7086361926,15/04/2016,6,3.17,14.4
7086361926,05/05/2016,6,3.12,20.88
7086361926,08/05/2016,7,3.43,11.58
8253242879,23/04/2016,6,4.12,19.88
1503960366,14/04/2016,6,3.7,20.3
1503960366,20/04/2016,6,4.08,13.63
1503960366,04/05/2016,7,4.35,19.65
1644430081,17/04/2016,7,3.8,20.2
2347167796,12/04/2016,7,6.02,16.07
2873212765,23/04/2016,6,6.05,17.95
3372868164,26/04/2016,6,5.95,18.05
3977333714,19/04/2016,8,5.12,12.3
4702921684,18/04/2016,7,4.05,14.83
5553957443,26/04/2016,7,4.93,12.5
5553957443,06/05/2016,7,4.32,12.68
6962181067,22/04/2016,8,5.05,10.98
6962181067,30/04/2016,7,4.75,12.18
6962181067,03/05/2016,8,5.4,10.9
7086361926,14/04/2016,6,4.27,13.12
8378563200,04/05/2016,6,3.27,11.33
8378563200,06/05/2016,6,4.08,13.85
8877689391,12/05/2016,6,2.68,12.83
1503960366,13/04/2016,8,4.28,12.93
1624580081,18/04/2016,8,3.77,20.23
2022484408,14/04/2016,7,4.87,19.13
2022484408,01/05/2016,8,4.97,19.03
2022484408,06/05/2016,8,5.6,18.4
2347167796,27/04/2016,7,5.5,10.38
2873212765,20/04/2016,7,6.75,17.25
5553957443,09/05/2016,8,5.53,11.12
7007744171,21/04/2016,9,6.52,17.48
7086361926,01/05/2016,8,5.05,11.42
8378563200,20/04/2016,7,4.32,12.72
1503960366,12/04/2016,9,6.1,12.13
1503960366,26/04/2016,9,5.55,13.88
1503960366,06/05/2016,8,5.32,12.57
2022484408,15/04/2016,8,5.3,18.7
2022484408,09/05/2016,10,6.32,17.68
2022484408,10/05/2016,9,5.93,18.07
4388161847,06/05/2016,10,5.67,18.33
5553957443,03/05/2016,9,5.03,13.53
6117666160,20/04/2016,8,6.42,9.78
8877689391,18/04/2016,8,3.75,20.25
8877689391,25/04/2016,8,5.65,18.35
8877689391,26/04/2016,9,4.72,19.28
6775888955,16/04/2016,4,1.05,22.95
6775888955,26/04/2016,5,1.98,22.02
8053475328,12/05/2016,4,1.18,13.98
2873212765,24/04/2016,5,3.95,20.05
3977333714,12/04/2016,6,3.23,12.95
3977333714,24/04/2016,10,4.23,11
3977333714,01/05/2016,7,3.42,11.52
4445114986,27/04/2016,5,3.78,13.98
5577150313,29/04/2016,6,4.97,12.32
7086361926,18/04/2016,6,3.77,18.93
7086361926,11/05/2016,6,3.75,12.62
1503960366,17/04/2016,7,3.7,8.98
1503960366,24/04/2016,6,4.7,11.82
1503960366,10/05/2016,7,4.85,12.43
2022484408,16/04/2016,7,3.38,20.62
2873212765,08/05/2016,6,6.2,17.8
3977333714,06/05/2016,9,4.2,11.27
5553957443,21/04/2016,8,4.43,13.35
5577150313,14/04/2016,6,5.4,11.03
5577150313,28/04/2016,7,4.85,11.53
5577150313,05/05/2016,6,3.48,19.22
5577150313,10/05/2016,7,5.58,10.65
6962181067,12/04/2016,7,4.22,13.27
7086361926,22/04/2016,7,4.5,12.7
7086361926,28/04/2016,8,4.38,13.5
7086361926,02/05/2016,7,3.85,12.28
7086361926,03/05/2016,7,4.08,12.68
8053475328,30/04/2016,6,2.65,21.35
8583815059,21/04/2016,7,3.52,20.48
1503960366,09/05/2016,8,4.38,13.92
2022484408,12/04/2016,8,4.72,19.28
2022484408,21/04/2016,8,6.87,17.13
2022484408,25/04/2016,7,4.48,19.52
2022484408,02/05/2016,7,5.35,18.65
2873212765,16/04/2016,7,5.88,18.12
4020332650,05/05/2016,9,4.6,15.27
5553957443,25/04/2016,8,4.38,12.2
5553957443,05/05/2016,9,5.23,11.53
6962181067,25/04/2016,9,5.8,10.62
6962181067,26/04/2016,7,4.95,11.33
7007744171,06/05/2016,8,5.07,18.93
1503960366,16/04/2016,8,4.45,12.88
1503960366,18/04/2016,9,4.85,19.15
1503960366,23/04/2016,9,5.4,12.2
1503960366,05/05/2016,9,5.32,14.28
1503960366,11/05/2016,9,5.17,11.15
2022484408,13/04/2016,8,5.67,18.33
2022484408,19/04/2016,8,4.8,19.2
2022484408,20/04/2016,10,6.45,17.55
2022484408,04/05/2016,9,5.58,18.42
2022484408,05/05/2016,9,5.47,18.53
3977333714,03/05/2016,10,5.77,9.9
4319703577,05/05/2016,9,6.48,15.95
4388161847,22/04/2016,9,5.37,15.75
5553957443,29/04/2016,9,5.52,11.82
6962181067,10/05/2016,10,6.18,10.43
7007744171,14/04/2016,8,5.73,18.27
7086361926,30/04/2016,9,6.12,9.73
8877689391,01/05/2016,9,3.57,20.43
1503960366,02/05/2016,10,5.55,13.3
1644430081,07/05/2016,10,5.02,18.98
4388161847,04/05/2016,10,5.12,10.53
6962181067,28/04/2016,9,5.57,10.35
2347167796,23/04/2016,11,7.12,9.85
8253242879,13/04/2016,6,2.37,21.63
5577150313,12/04/2016,6,4.03,12.13
5577150313,20/04/2016,6,3.6,12.88
6775888955,20/04/2016,8,6.02,17.98
7086361926,25/04/2016,7,3.95,11.77
7086361926,26/04/2016,7,3.92,12.1
1503960366,08/05/2016,7,4.25,9.57
3977333714,29/04/2016,8,3.63,12.4
3977333714,30/04/2016,9,4.82,11.45
5553957443,28/04/2016,8,3.78,12.12
5577150313,21/04/2016,9,5.98,11.17
7086361926,19/04/2016,8,4.33,11.18
7086361926,06/05/2016,8,4.55,13.9
7086361926,09/05/2016,9,4.8,12.38
1503960366,28/04/2016,9,4.42,13.03
1503960366,30/04/2016,9,5.05,11.87
2022484408,22/04/2016,8,5.58,18.42
2022484408,03/05/2016,8,5.6,18.4
2022484408,11/05/2016,9,5.12,18.88
5553957443,19/04/2016,10,5.77,12.6
5577150313,15/04/2016,10,6.13,11.58
6962181067,21/04/2016,10,4.9,11.8
6962181067,09/05/2016,9,4.92,10.12
7007744171,22/04/2016,10,6.25,17.75
1503960366,19/04/2016,10,5.75,12.92
1503960366,03/05/2016,10,5.47,13.6
1644430081,16/04/2016,11,5.08,18.92
4388161847,18/04/2016,9,4.57,16.95
4388161847,02/05/2016,9,4.02,15.58
5553957443,14/04/2016,11,5.97,11.55
5553957443,15/04/2016,11,5.58,11.48
5553957443,10/05/2016,11,6.1,11.78
6962181067,16/04/2016,9,5.55,12.35
6962181067,20/04/2016,9,5.82,10.65
7007744171,18/04/2016,11,6.05,17.95
7007744171,19/04/2016,10,6.23,17.77
7007744171,27/04/2016,10,6.65,17.35
7007744171,03/05/2016,10,6.98,17.02
7007744171,05/05/2016,10,6.55,17.45
8583815059,29/04/2016,12,6.18,17.82
2022484408,18/04/2016,10,6.03,17.97
8877689391,13/04/2016,10,5.7,18.3
2022484408,17/04/2016,12,6.47,17.53
6962181067,23/04/2016,13,7.43,8.07
7007744171,25/04/2016,13,7.57,16.43
7007744171,29/04/2016,14,7.98,16.02
1503960366,22/04/2016,8,3.72,20.28
5577150313,18/04/2016,8,4.6,10.38
8253242879,12/04/2016,7,3.27,20.73
8253242879,17/04/2016,7,3.38,20.62
8378563200,16/04/2016,8,3.78,9.38
5577150313,01/05/2016,9,7.4,8.32
7086361926,12/04/2016,8,3.63,12.42
7086361926,04/05/2016,8,3.2,14.05
1503960366,25/04/2016,10,5.05,13.57
5577150313,03/05/2016,9,5.28,9.67
7007744171,13/04/2016,10,5.65,18.35
7007744171,02/05/2016,10,5.47,18.53
8378563200,13/04/2016,10,4.98,11.33
8378563200,19/04/2016,10,4.88,12.28
8378563200,22/04/2016,10,4.73,12.82
8378563200,25/04/2016,10,4.57,11.53
8877689391,05/05/2016,10,4.5,19.5
2022484408,24/04/2016,11,4.65,19.35
4388161847,23/04/2016,10,4.63,12.48
7007744171,12/04/2016,10,6.93,17.07
8378563200,15/04/2016,11,4.55,12.15
8378563200,18/04/2016,11,5.02,12
2347167796,16/04/2016,15,6.77,16.13
7007744171,20/04/2016,12,7.33,16.67
8877689391,28/04/2016,11,4.95,19.05
8253242879,24/04/2016,7,2.12,21.88
3977333714,25/04/2016,8,3.2,13.02
5577150313,17/04/2016,9,6.6,8.75
8053475328,22/04/2016,8,3,21
8253242879,21/04/2016,9,4.02,19.98
8253242879,27/04/2016,8,2.57,21.43
8378563200,01/05/2016,9,3.47,11.15
8583815059,09/05/2016,8,3,21
5577150313,30/04/2016,10,6.92,10.35
7086361926,27/04/2016,9,3.43,13.82
8053475328,26/04/2016,9,4.3,19.7
8053475328,27/04/2016,9,4.22,19.78
8053475328,29/04/2016,9,3.75,20.25
8053475328,09/05/2016,10,3.77,20.23
8053475328,11/05/2016,9,4.18,19.82
8378563200,14/04/2016,11,5.3,11.65
1503960366,27/04/2016,11,5.53,18.47
5577150313,19/04/2016,10,4.03,12.22
7086361926,10/05/2016,10,3.35,19.7
5577150313,16/04/2016,11,6.63,7.87
8583815059,27/04/2016,10,3.52,20.48
8378563200,21/04/2016,12,4.97,11.28
5577150313,24/04/2016,12,6.93,7.08
7086361926,20/04/2016,11,4.08,13.28
8053475328,03/05/2016,12,4.57,19.43
8378563200,26/04/2016,13,4.48,9.88
8053475328,16/04/2016,10,3.08,20.92
8053475328,06/05/2016,11,3.25,20.75
8053475328,04/05/2016,11,3.67,20.33
8053475328,05/05/2016,11,3.87,20.13
8053475328,10/05/2016,11,3.68,20.32
8053475328,18/04/2016,12,5.05,18.95
8053475328,19/04/2016,12,4.8,19.2
8053475328,17/04/2016,14,5.45,18.55
4388161847,07/05/2016,17,7.27,8.47
8053475328,13/04/2016,12,4.38,19.62
8053475328,20/04/2016,12,4.2,11.58
8053475328,28/04/2016,12,4.2,19.8
4388161847,08/05/2016,14,5.38,9.6
8053475328,21/04/2016,13,4.6,19.4
8877689391,22/04/2016,16,4.98,19.02
8877689391,04/05/2016,16,4.77,19.23
8053475328,25/04/2016,15,5.6,18.4
8877689391,24/04/2016,16,4.87,19.13
8877689391,20/04/2016,18,5.28,18.72
8877689391,09/05/2016,18,5.15,18.85
8877689391,14/04/2016,20,6.32,17.68
8053475328,12/04/2016,14,4.12,19.88
8053475328,07/05/2016,15,4.82,17.93
8053475328,14/04/2016,15,5.28,18.72
8877689391,19/04/2016,17,5.15,18.85
8877689391,21/04/2016,17,5.35,18.65
8877689391,12/04/2016,20,6.73,17.27
8053475328,15/04/2016,16,4.97,19.03
8053475328,24/04/2016,18,5.73,18.27
8053475328,23/04/2016,18,6.03,12.35
8053475328,08/05/2016,18,6.12,17.88
8877689391,06/05/2016,19,5.75,18.25
8877689391,11/05/2016,19,5.22,18.78
8877689391,27/04/2016,20,5.6,18.4
8877689391,16/04/2016,25,9.2,14.8
